category,title,question,group,url,contact,answer
兼職,兼職管制態樣(一)禁止類,那你覺得中研院的這項規定，對研究人員和研究技術人員的影響最大嗎？他們可能因為這項規定受到限制嗎？為什麼？,人事,https://www.sinica.edu.tw/ch/articles/332,中研院人事室,"根據中研院的規定，研究人員和研究技術人員不得兼任他項公職或領證職業，否則將受罰。這意味著他們不能擔任民意代表、中央與地方機關的公務員、或依法令從事公務者。這可能影響他們參與公共事務或參與政府機關的決策過程。

中研院研究人員和研究技術人員不得兼任營利事業職務，但經核准者不在此限。這可能影響他們參與商業活動或創業"
兼職,兼職管制態樣(二)特別許可類,那你對中研院的兼職管制態樣(二)特別許可類有何看法？中研院允許研究人員及研究技術人員擔任哪些營利事業職務？,人事,https://www.sinica.edu.tw/ch/articles/332,中研院人事室,"依據中研院規定，研究人員及研究技術人員經核准得擔任下列營利事業職務：
(一)經公股股權管理機關(構)指派代表公股或遴薦兼任政府直接或間接投資事業之董事、監察人或相類似職務。
(二)主要研發技術提供者擔任與中研院訂有科技移轉契約之新創公司董事，且兼任期間須在契約有效期限內。
(三)主要"
兼職,兼職管制態樣(二)特別許可類,啊？好奇怪？還是覺得不可思議？還是有其他什麼想法？,人事,https://www.sinica.edu.tw/ch/articles/332,中研院人事室,"好奇怪？還是覺得不可思議？還是有其他什麼想法？

語氣：驚訝、奇怪、不可思議、其他想法

理由：中研院研究人員及研究技術人員經中研院核准得擔任營利事業職務，這實在令人驚訝與不可思議。或許是中研院為了推動產學合作，而與營利事業簽署合作契約，讓中研院研究人員及研究技術人員參與創辦新事業，或擔任獨立董事。或許是中研院為了支援科學研究"
兼職,兼職管制態樣(二)特別許可類,嗯？什麼事？想知道更多關於兼職管制態樣的資訊嗎？,人事,https://www.sinica.edu.tw/ch/articles/332,中研院人事室,"中研院研究人員及研究技術人員依據中研院核准的職務，得擔任營利事業職務，但須符合相關規定。包括：

*經公股股權管理機關指派代表公股或遴薦兼任政府直接或間接投資事業之董事、監察人或相類似職務。
*主要研發技術提供者擔任與中研院訂有科技移轉契約之新創公司董事，且兼任期間須在契約有效期限內。
*主要"
兼職,兼職管制態樣(二)特別許可類,喔？那你知道哪些人可以擔任中研院的兼職嗎？主要研發技術提供者可以擔任哪些職務？,人事,https://www.sinica.edu.tw/ch/articles/332,中研院人事室,"依據中研院規定，研究人員及研究技術人員經核准得擔任下列營利事業職務：

一、經公股股權管理機關(構)指派代表公股或遴薦兼任政府直接或間接投資事業之董事、監察人或相類似職務。
二、主要研發技術提供者擔任與中研院訂有科技移轉契約之新創公司董事，且兼任期間須在契約有效期限內。
三、主要研發技術"
兼職,兼職管制態樣(二)特別許可類-解任登記,那你需要根據服務項目和服務說明，使用日常說話語氣，提出以下問題：,人事,https://www.sinica.edu.tw/ch/articles/332,中研院人事室,好啊，那我大概會用日常說話語氣回答你吧！首先，中研院研究人員和研究技術人員到職前，如果想去營利事業工作，就得辦理解任登記；如果沒在期限內完成解任登記，並經中研院同意，還可能延長；但延長期間內，不能參與經營和支領報酬。所以，如果想去營利事業工作，就得先辦理解任登記，否則就只能做
兼職,兼職管制態樣(二)特別許可類-解任登記,中研院研究人員及研究技術人員如果在職前，需要在到職前擔任營利事業職務時辦理解任登記，為什麼？,人事,https://www.sinica.edu.tw/ch/articles/332,中研院人事室,根據中研院規定，中研院研究人員及研究技術人員到職前若需擔任營利事業職務，須辦理解任登記，這是因為中研院是政府捐助設立的財團法人，受政府監督，而政府為保障國家利益及公共利益，對於研究人員及研究技術人員的任用，有必要加以規範。因此，中研院要求研究人員及研究技術人員到職前若需擔任營利事業職務，須先辦理解任登記，
兼職,兼職管制態樣(二)特別許可類-解任登記,為什麼在3個月內完成解任登記是必須的？,人事,https://www.sinica.edu.tw/ch/articles/332,中研院人事室,根據中研院的規定，研究人員及研究技術人員到職前若已辦理解任登記，就必須在到職時提出書面辭職，並於3個月內完成解任登記，並向中研院繳交有關證明文件。這是因為中研院是政府機關，為確保研究人員及研究技術人員的行政中立性，所以有此規定。如果無法在期限內完成解任登記，且經中研院同意者，得延長其期間，
兼職,兼職管制態樣(二)特別許可類-解任登記,如果因為特殊情況未能依限完成解任登記，可以延長多久？,人事,https://www.sinica.edu.tw/ch/articles/332,中研院人事室,根據中研院的規定，如果因特殊情況未能依限完成解任登記，可以延長的時間為3個月。
兼職,兼職管制態樣(二)特別許可類-解任登記,在完成解,人事,https://www.sinica.edu.tw/ch/articles/332,中研院人事室,"根據下列文字說明，使用日常說話語氣回答問題：

中研院研究人員及研究技術人員到職前，若曾任營利事業職務，就必須辦理理解任登記。至遲應於到職時提出書面辭職，並於3個月內完成解任登記，並向中研院繳交相關證明文件。如果因特殊情形未能依限完成解任登記，並經中研院同意者，得延長其期間，但最"
