index,category,title,question,group,url,contact,answer
0,تطبيق مشروع المكتب الأكاديمي,تطبيق مشروع المكتب الأكاديمي,آه؟ ما هي أنواع طلبات مشاريع البحث الأكاديمي في Academia Sinica؟,أكاديمي,https://sub.daais.sinica.edu.tw/grants/about.htmll,"لي ليوين 02-27892575
تشاو وانلينغ 02-27898067
شو جينغ بينغ 02-27899351
تسنغ جينتشنغ 02-27899386
لي جيايين 02-27899476
جيان ميكسيو 02-27899676
تشين ييجون 02-27872612
باي تشيانهوا 02-27872613
تشانغ يوان تشن 02-27872614","وفقًا لنص أكاديميا سينيكا، تشجع أكاديميا سينيكا الباحثين على الاستثمار بنشاط، وقد أعادت تخطيط أنواع أموال مشاريع البحث الأكاديمي التنافسية التي يمكن تطبيقها على الأكاديمية منذ عام 110، والتي تنقسم إلى ثلاثة أنواع رئيسية:
النوع الأول: البحث الأساسي المتعمق، والسعي نحو التميز، بما في ذلك الخطط الاستشرافية، والخطط المتعمقة، وخطط البحث الموضوعية.
النوع الثاني: متابعة الإنجازات في القضايا الرئيسية والمجالات الناشئة، بما في ذلك الخطط الأولية للاختراقات الرئيسية والخطط البحثية الرئيسية للاختراقات.
النوع 3: موجه نحو المهام"
1,تطبيق مشروع المكتب الأكاديمي,تطبيق مشروع المكتب الأكاديمي,ما هي أنواع التمويل لبرامج البحث الأكاديمي التنافسية في Academia Sinica؟,أكاديمي,https://sub.daais.sinica.edu.tw/grants/about.htmll,"لي ليوين 02-27892575
تشاو وانلينغ 02-27898067
شو جينغ بينغ 02-27899351
تسنغ جينتشنغ 02-27899386
لي جيايين 02-27899476
جيان ميكسيو 02-27899676
تشين ييجون 02-27872612
باي تشيانهوا 02-27872613
تشانغ يوان تشن 02-27872614","وفقًا للوصف النصي لـ Academia Sinica، تشمل أنواع تمويل برنامج البحث الأكاديمي التنافسي لـ Academia Sinica ما يلي:
النوع الأول: منخرط بعمق في البحوث الأساسية والسعي لتحقيق التميز؛ النوع الثاني: النوع الذي يسعى لتحقيق اختراقات في القضايا الرئيسية والمجالات الناشئة؛ النوع الثالث: موجه نحو المهام."
2,تطبيق مشروع المكتب الأكاديمي,تطبيق مشروع المكتب الأكاديمي,لماذا يكون للنوعين الأول والثاني من المشاريع نفس أهداف المشروع، لكن هيمنة اختيار الموضوع مختلفة؟,أكاديمي,https://sub.daais.sinica.edu.tw/grants/about.htmll,"لي ليوين 02-27892575
تشاو وانلينغ 02-27898067
شو جينغ بينغ 02-27899351
تسنغ جينتشنغ 02-27899386
لي جيايين 02-27899476
جيان ميكسيو 02-27899676
تشين ييجون 02-27872612
باي تشيانهوا 02-27872613
تشانغ يوان تشن 02-27872614","وبحسب لوائح أكاديميا سينيكا، فإن مصادر التمويل لمشاريع النوع الأول والثاني هي مشاريع تنافسية، ونسبة تخصيص التمويل 50% و50%. تبلغ نسبة تخصيص التمويل للنوع الأول من الخطط 50%، وتستخدم بشكل أساسي لدعم البحوث الأساسية والخطط الاستشرافية وخطط التنمية المتعمقة وخطط البحث المواضيعية، وتبلغ نسبة تخصيص التمويل للنوع الثاني من الخطط 50%. %، والذي يستخدم بشكل أساسي لدعم المشاريع الرائدة في الموضوعات الرئيسية والمجالات الناشئة، ومشاريع البذور الرئيسية، والمشاريع البحثية الرئيسية، وما إلى ذلك.
لأن"
3,تطبيق مشروع المكتب الأكاديمي,تطبيق مشروع المكتب الأكاديمي,"كيف يكون النوع الثالث من الخطة ""التخطيط الموجه نحو المهام من أعلى إلى أسفل""؟",أكاديمي,https://sub.daais.sinica.edu.tw/grants/about.htmll,"لي ليوين 02-27892575
تشاو وانلينغ 02-27898067
شو جينغ بينغ 02-27899351
تسنغ جينتشنغ 02-27899386
لي جيايين 02-27899476
جيان ميكسيو 02-27899676
تشين ييجون 02-27872612
باي تشيانهوا 02-27872613
تشانغ يوان تشن 02-27872614","من أجل الاستخدام الفعال للموارد والتركيز على مجالات البحث الرئيسية، خططت أكاديميا سينيكا لثلاثة أنواع رئيسية من الخطط، وهي ""التنمية العميقة للبحوث الأساسية""، و""السعي لتحقيق اختراقات في القضايا الرئيسية والمجالات الناشئة""، و""الموجهة نحو المهمة"". من بينها، النوع الثالث من الخطط ""موجهة نحو المهام""، وهي خطة موجهة من الأعلى إلى الأسفل، أي تخطيط سياسة العلوم والتكنولوجيا لأكاديميا سينيكا، وتخطيط وتخصيص الأموال على أساس سياسة العلوم والتكنولوجيا لأكاديميا سينيكا والسياسات الوطنية الرئيسية والاحتياجات الاجتماعية وما إلى ذلك.

على سبيل المثال، يمكن الاعتماد على Academia Sinica"
4,تطبيق مشروع المكتب الأكاديمي,تطبيق مشروع المكتب الأكاديمي,كيف يتم تحديد مخصصات التمويل لكل برنامج؟,أكاديمي,https://sub.daais.sinica.edu.tw/grants/about.htmll,"لي ليوين 02-27892575
تشاو وانلينغ 02-27898067
شو جينغ بينغ 02-27899351
تسنغ جينتشنغ 02-27899386
لي جيايين 02-27899476
جيان ميكسيو 02-27899676
تشين ييجون 02-27872612
باي تشيانهوا 02-27872613
تشانغ يوان تشن 02-27872614","وفقًا للوائح Academia Sinica، يعتمد تخصيص الأموال لكل مشروع على أنواع مختلفة من المشاريع، والتكامل الفردي أو الجماعي، وحجم وعمق خطة التنفيذ، وتقييم الفوائد وغيرها من الشروط، ويتم التخطيط لها وتخصيصها بعناية مع الإشارة إلى الخبرة السابقة والتحليل والمراجعة، ومن ثم سيتم تنقيحها بمساعدة نتائج البحوث العملية ذات الصلة من مراجعة الخطة. وعلى وجه التحديد، يتم تحديد تخصيص التمويل لكل مشروع بناءً على المبادئ التالية:

خطط النوع 1 و 2:

* حماية حرية البحث الأكاديمي: مقترح من القاعدة إلى القمة"
5,تطبيق مشروع المكتب الأكاديمي,تطبيق مشروع المكتب الأكاديمي,خلال عملية مراجعة الخطة، سيتم الإشارة إلى,أكاديمي,https://sub.daais.sinica.edu.tw/grants/about.htmll,"لي ليوين 02-27892575
تشاو وانلينغ 02-27898067
شو جينغ بينغ 02-27899351
تسنغ جينتشنغ 02-27899386
لي جيايين 02-27899476
جيان ميكسيو 02-27899676
تشين ييجون 02-27872612
باي تشيانهوا 02-27872613
تشانغ يوان تشن 02-27872614",وفقًا لنص أكاديميا سينيكا، سيتم التخطيط لتخصيص الأموال للأنواع الثلاثة الرئيسية من المشاريع بدقة وتخصيصها بناءً على أنواع المشاريع المختلفة، والتكامل الفردي أو الجماعي، وحجم وعمق خطة التنفيذ، وتقييم الفوائد. من بينها، النوع الأول من الخطة هو حماية حرية البحث الأكاديمي واقتراح الأفكار من الأسفل إلى الأعلى، والنوع الثاني من الخطة هو متابعة القضايا الرئيسية والإنجازات في المجالات الناشئة وهو التخطيط الموجه نحو المهام من الأعلى إلى الأسفل؛ النوع الثالث من الخطة هو النوع الموجه نحو المهام، والذي تنظمه سياسة العلوم والتكنولوجيا في أكاديميا سينيكا. كل خطة
6,تطبيق مشروع المكتب الأكاديمي,خطط النوع 1 و 2,أوه! لذا، إذا كنت أرغب في التقدم بطلب للحصول على برنامج، أين يمكنني تسجيل الدخول؟ ما نوعي البرامج التي يمكنني التقديم لها؟ آه؟,أكاديمي,https://sub.daais.sinica.edu.tw/grants/index.html,"تشاو وانلينغ 02-27898067
شو جينغ بينغ 02-27899351
تسنغ جينتشنغ 02-27899386
جيان ميكسيو 02-27899676
تشين ييجون 02-27872612
باي تشيانهوا 02-27872613","أوه! إذا كنت أرغب في التقدم بطلب للحصول على أحد البرامج، أين يمكنني تسجيل الدخول؟ يمكنك التقدم بطلب للحصول على النوع الأول من الخطة: خطة تطلعية وخطة تطوير متعمقة وخطة بحث موضوعية؛ أو النوع الثاني من الخطة: خطة أولية رئيسية وخطة بحثية رئيسية. للحصول على معلومات مفصلة، ​​يرجى الرجوع إلى https://sub.daais.sinica.edu.tw/grants/index.html.

أوه! كيف يمكنني تسجيل الدخول؟ يمكنك الذهاب إلى https://asms.sinica.edu.tw/ لتسجيل الدخول والتقديم."
7,تطبيق مشروع المكتب الأكاديمي,خطط النوع 1 و 2,رائع! اتضح أن Academia Sinica تقدم نوعين من البرامج التي يمكنك التقدم لها! ما هما النوعان؟ (ترقص بحماس),أكاديمي,https://sub.daais.sinica.edu.tw/grants/index.html,"تشاو وانلينغ 02-27898067
شو جينغ بينغ 02-27899351
تسنغ جينتشنغ 02-27899386
جيان ميكسيو 02-27899676
تشين ييجون 02-27872612
باي تشيانهوا 02-27872613","نعم! هناك نوعان من المشاريع البحثية الأكاديمية التنافسية التي يمكن للباحثين في Academia Sinica التقدم لها: النوع الأول هو ""المشروع التطلعي"" و""مشروع البحث المتعمق"" و""مشروع البحث الموضوعي""؛ النوع الثاني هو ""مشروع بذور الاختراق الرئيسي"" و""برنامج أبحاث الاختراق الرئيسي"". للحصول على معلومات مفصلة، ​​يرجى الرجوع إلى https://sub.daais.sinica.edu.tw/grants/index.html.

رائع! أريد الدخول إلى نظام إدارة الخدمات الأكاديمية! (الرقص بجدية)"
8,تطبيق مشروع المكتب الأكاديمي,خطط النوع 1 و 2,كيف أعرف تفاصيل أكثر عن برنامج التقديم؟ (ينظر إليك بترقب),أكاديمي,https://sub.daais.sinica.edu.tw/grants/index.html,"تشاو وانلينغ 02-27898067
شو جينغ بينغ 02-27899351
تسنغ جينتشنغ 02-27899386
جيان ميكسيو 02-27899676
تشين ييجون 02-27872612
باي تشيانهوا 02-27872613","نعم! سأكون سعيدا للرد عليه بالنسبة لك. وفقًا للوائح أكاديميا سينيكا، هناك نوعان رئيسيان من المشاريع البحثية الأكاديمية التنافسية التي يمكن للباحثين التقدم بها إلى المعهد: النوع الأول هو ""الخطط التطلعية""، و""خطط الزراعة العميقة""، و""خطط البحث الموضوعية""؛ النوع الثاني هو ""المشروع الأساسي للاختراق الرئيسي"" و""المشروع البحثي للاختراق الرئيسي"". للحصول على معلومات مفصلة، ​​يرجى الرجوع إلى https://sub.daais.sinica.edu.tw/grants/index.html."
9,تطبيق مشروع المكتب الأكاديمي,خطط النوع 1 و 2,ما هو الموقع الذي يمكنني التقدم بطلب للحصول عليه؟ (تتجهم في حيرة),أكاديمي,https://sub.daais.sinica.edu.tw/grants/index.html,"تشاو وانلينغ 02-27898067
شو جينغ بينغ 02-27899351
تسنغ جينتشنغ 02-27899386
جيان ميكسيو 02-27899676
تشين ييجون 02-27872612
باي تشيانهوا 02-27872613",نعم! وفقًا للوصف النصي، يمكنك التقديم للبرنامج من خلال نظام إدارة الخدمات الأكاديمية Academia Sinica (https://asms.sinica.edu.tw/).
